Timestamp,Cycle,Phase,Force_N,Material,Confidence,J1,J2,J3
21:57:31.658,3,Gripping,4.75,Wood,86.0,0.0,0.0,0.0
21:57:31.709,3,Gripping,5.00,Wood,86.0,0.0,0.0,0.0
21:57:31.709,3,Gripping (Hold),5.00,Wood,86.0,0.0,0.0,0.0
21:57:34.135,3,Moving,5.00,Wood,86.0,67.0,43.0,48.0
21:57:39.175,3,Waiting,5.00,Wood,86.0,67.0,43.0,48.0
21:57:41.602,3,Moving,5.00,Wood,86.0,67.0,23.0,36.0
21:57:42.103,3,Release,0.00,Wood,86.0,67.0,23.0,36.0
21:57:44.529,3,Moving,0.00,Wood,86.0,121.0,71.0,74.0
21:57:46.959,4,Moving,0.00,Wood,86.0,0.0,0.0,0.0
21:57:47.010,4,Gripping,0.25,Wood,86.0,0.0,0.0,0.0
21:57:47.063,4,Gripping,0.50,Wood,86.0,0.0,0.0,0.0
21:57:47.114,4,Gripping,0.75,Wood,86.0,0.0,0.0,0.0
21:57:47.165,4,Gripping,1.00,Wood,86.0,0.0,0.0,0.0
21:57:47.216,4,Gripping,1.25,Wood,86.0,0.0,0.0,0.0
21:57:47.267,4,Gripping,1.50,Wood,86.0,0.0,0.0,0.0
21:57:47.318,4,Gripping,1.75,Wood,86.0,0.0,0.0,0.0
21:57:47.369,4,Gripping,2.00,Wood,86.0,0.0,0.0,0.0
21:57:47.420,4,Gripping,2.25,Wood,86.0,0.0,0.0,0.0
21:57:47.472,4,Gripping,2.50,Wood,86.0,0.0,0.0,0.0
21:57:47.524,4,Gripping,2.75,Wood,86.0,0.0,0.0,0.0
21:57:47.575,4,Gripping,3.00,Wood,86.0,0.0,0.0,0.0
21:57:47.626,4,Gripping,3.25,Wood,86.0,0.0,0.0,0.0
21:57:47.677,4,Gripping,3.50,Wood,86.0,0.0,0.0,0.0
21:57:47.728,4,Gripping,3.75,Wood,86.0,0.0,0.0,0.0
21:57:47.779,4,Gripping,4.00,Wood,86.0,0.0,0.0,0.0
21:57:47.831,4,Gripping,4.25,Wood,86.0,0.0,0.0,0.0
21:57:47.882,4,Gripping,4.50,Wood,86.0,0.0,0.0,0.0
21:57:47.934,4,Gripping,4.75,Wood,86.0,0.0,0.0,0.0
21:57:47.984,4,Gripping,5.00,Wood,86.0,0.0,0.0,0.0
21:57:47.984,4,Gripping (Hold),5.00,Wood,86.0,0.0,0.0,0.0
21:57:50.414,4,Moving,5.00,Wood,86.0,67.0,43.0,48.0
21:57:55.454,4,Waiting,5.00,Wood,86.0,67.0,43.0,48.0
21:57:57.882,4,Moving,5.00,Wood,86.0,67.0,23.0,36.0
21:57:58.383,4,Release,0.00,Wood,86.0,67.0,23.0,36.0
21:58:00.808,4,Moving,0.00,Wood,86.0,121.0,71.0,74.0
21:58:03.250,5,Moving,0.00,Wood,86.0,0.0,0.0,0.0
21:58:03.303,5,Gripping,0.25,Wood,86.0,0.0,0.0,0.0
21:58:03.355,5,Gripping,0.50,Wood,86.0,0.0,0.0,0.0
21:58:03.406,5,Gripping,0.75,Wood,86.0,0.0,0.0,0.0
21:58:03.458,5,Gripping,1.00,Wood,86.0,0.0,0.0,0.0
21:58:03.510,5,Gripping,1.25,Wood,86.0,0.0,0.0,0.0
21:58:03.561,5,Gripping,1.50,Wood,86.0,0.0,0.0,0.0
21:58:03.612,5,Gripping,1.75,Wood,86.0,0.0,0.0,0.0
21:58:03.663,5,Gripping,2.00,Wood,86.0,0.0,0.0,0.0
21:58:03.716,5,Gripping,2.25,Wood,86.0,0.0,0.0,0.0
21:58:03.767,5,Gripping,2.50,Wood,86.0,0.0,0.0,0.0
21:58:03.818,5,Gripping,2.75,Wood,86.0,0.0,0.0,0.0
21:58:03.869,5,Gripping,3.00,Wood,86.0,0.0,0.0,0.0
21:58:03.921,5,Gripping,3.25,Wood,86.0,0.0,0.0,0.0
21:58:03.972,5,Gripping,3.50,Wood,86.0,0.0,0.0,0.0
21:58:04.024,5,Gripping,3.75,Wood,86.0,0.0,0.0,0.0
21:58:04.075,5,Gripping,4.00,Wood,86.0,0.0,0.0,0.0
21:58:04.127,5,Gripping,4.25,Wood,86.0,0.0,0.0,0.0
21:58:04.177,5,Gripping,4.50,Wood,86.0,0.0,0.0,0.0
21:58:04.228,5,Gripping,4.75,Wood,86.0,0.0,0.0,0.0
21:58:04.279,5,Gripping,5.00,Wood,86.0,0.0,0.0,0.0
21:58:04.280,5,Gripping (Hold),5.00,Wood,86.0,0.0,0.0,0.0
21:58:06.707,5,Moving,5.00,Wood,86.0,67.0,43.0,48.0
21:58:11.752,5,Waiting,5.00,Wood,86.0,67.0,43.0,48.0
21:58:14.180,5,Moving,5.00,Wood,86.0,67.0,23.0,36.0
21:58:14.682,5,Release,0.00,Wood,86.0,67.0,23.0,36.0
21:58:17.108,5,Moving,0.00,Wood,86.0,121.0,71.0,74.0
